energy,unc_en,intensity_%,unc_i,type,start level energy  [keV],  end level energy  [keV], multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy shift,parent energy  [keV] , unc, jp,  half_life, half-life operator,unc,unit, half_life [s], unc, decay, decay %, unc,Q , unc, Z,N, symbol ,Extraction_date
1827.3,0.2,0.39,0.03,G,2429.52,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1835,0.4,0.185,0.017,G,3973.07,2138.27, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1853.4,0.1,3.49,0.21,G,3656.08,1802.84,D+Q,-0.24,11, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1857.9,0.6,0.5,0.11,G,3851.00,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1899.6,0.9,0.111,0.022,G,4037.37,2138.27, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1911.7,1.5,0.053,0.021,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1918.7,0.5,0.2,0.03,G,2521.87,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1928.2,0.7,0.095,0.016,G,4358.79,2429.52, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1940.2,0.8,0.1,0.03,G,3451.44,1510.64, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1942.8,1,0.06,0.03,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1949.9,0.7,0.48,0.05,G,3944.06,1993.53,D+Q,-0.34,20, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
1993.5,0.3,0.52,0.03,G,1993.53,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2009.9,0.3,0.77,0.04,G,3520.5,1510.64, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2022.6,0.9,0.11,0.04,G,3973.07,1951.5, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2038.5,0.5,0.095,0.016,G,4358.79,2320.32, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2038.5,0.5,0.095,0.016,G,4275.1,2237.21, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2048.1,0.3,0.286,0.019,G,3851.00,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2061.5,0.4,0.127,0.022,G,2663.9,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2067.7,0.3,0.328,0.02,G,4387.8,2320.32, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2086.8,1,0.1,0.03,G,4079.93,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2089.7,1,0.048,0.016,G,5611.2,3520.5, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2089.7,1,0.048,0.016,G,2692.0,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2101.7,0.1,3.03,0.12,G,2703.98,602.31,E1+M2,-0.09,3,8.80E-4, ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2109.2,0.4,0.15,0.03,G,5765.3,3656.08, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2120,0.4,0.09,0.016,G,3944.06,1823.80, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2147,0.2,0.386,0.022,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2170,0.2,0.68,0.03,G,3973.07,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2180.3,0.8,0.05,0.03,G,2782.05,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2185.2,0.2,0.275,0.019,G,2787.53,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2236,1.5,0.16,0.05,G,4037.37,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2236,1.5,0.16,0.05,G,5109.90,2873.78, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2237.3,0.1,2.96,0.19,G,2237.21,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2250.9,0.3,0.153,0.022,G,5183.8,2932.58, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2268.3,0.1,1.2,0.05,G,2870.63,602.31,M1+E2,-0.19,8,8.50E-4, ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2277,0.15,0.66,0.04,G,4079.93,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2280.3,0.7,0.11,0.03,G,4801.16,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2309.3,0.6,0.26,0.05,G,2309.89,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2312.4,0.8,0.08,0.05,G,5183.8,2870.63, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2330.5,0.1,3.71,0.15,G,2932.58,602.31,D+Q, ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2340,0.15,0.24,0.03,G,3851.00,1510.64,D+Q,-0.67,32, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2362,0.15,0.22,0.03,G,4499.93,2138.27, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2371.5,0.4,0.101,0.022,G,4801.16,2429.52, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2383.5,0.6,0.048,0.021,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2387.1,1,0.042,0.021,G,5173.69,2787.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2401.1,0.6,0.063,0.011,G,5183.8,2782.05, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2429.6,0.1,1.2,0.05,G,2429.52,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2452.4,1.5,0.05,0.03,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2456.4,1,0.08,0.05,G,5388.65,2932.58, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2459.5,1,0.11,0.05,G,4981.9,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2462.9,0.5,0.37,0.05,G,3973.07,1510.64,D+Q,+0.31,+63-39, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2477.5,0.8,0.048,0.016,G,5183.8,2703.98, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2496.6,0.2,0.291,0.019,G,3098.65,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2513.3,1.5,0.21,0.11,G,5388.65,2873.78, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2513.3,1.5,0.21,0.11,G,5611.2,3098.65, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2521.9,0.1,3.23,0.24,G,2521.87,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2553.6,0.6,0.042,0.021,G,5651.11,3098.65, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2564.1,0.7,0.058,0.016,G,4801.16,2237.21, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2646.8,0.5,0.079,0.021,G,5310.42,2663.9, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2656.7,1,0.016,0.011,G,5588.37,2932.58, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2660.8,1,0.026,0.016,G,5183.8,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2663.7,1,0.026,0.016,G,2663.9,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2663.7,1,0.026,0.016,G,4801.16,2138.27, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2666.7,1,0.032,0.016,G,5765.3,3098.65, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2674.6,0.5,0.074,0.011,G,4499.93,1823.80, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2694.3,1.5,0.05,0.04,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2703.7,0.2,0.64,0.03,G,2703.98,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2737.2,1.3,0.048,0.016,G,5611.2,2873.78, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2764.8,0.4,0.101,0.016,G,4275.1,1510.64, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2788.2,0.6,0.101,0.016,G,2787.53,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2848.2,0.2,0.62,0.04,G,4358.79,1510.64,D+Q, ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2873.6,0.2,0.428,0.023,G,2873.78,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2969.2,0.2,0.434,0.023,G,5173.69,2204.11, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
2998.2,0.3,0.19,0.013,G,4801.16,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3023.2,0.2,0.185,0.013,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3053.3,0.2,1.13,0.05,G,3656.08,602.31,D+(Q),-0.04,11, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3066.75,0.25,0.153,0.017,G,5388.65,2320.32, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3066.75,0.25,0.153,0.017,G,5588.37,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3088.7,0.5,0.095,0.016,G,5611.2,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3098.6,0.3,0.138,0.017,G,3098.65,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3115.9,0.2,0.227,0.023,G,5109.90,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3159.8,1,0.021,0.011,G,5588.37,2429.52, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3166.1,1,0.026,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3189.5,0.2,0.227,0.023,G,5183.8,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3242.8,1,0.29,0.05,G,5765.3,2521.87, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3248.5,1,0.18,0.05,G,3851.00,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3267.6,0.7,0.111,0.022,G,5588.37,2320.32, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3285.2,0.5,0.16,0.03,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3303.7,0.9,0.069,0.021,G,5611.2,2309.89, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3318.7,0.9,0.079,0.021,G,5310.42,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3341.2,0.5,0.42,0.03,G,5651.11,2309.89, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3341.2,0.5,0.42,0.03,G,3944.06,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3371,0.25,0.51,0.03,G,3973.07,602.31,D+Q, ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3383,0.5,0.058,0.021,G,5588.37,2204.11, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3394,4,0.116,0.016,G,5388.65,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3407.1,1,0.026,0.016,G,5611.2,2204.11, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3412.8,1,0.026,0.016,G,5651.11,2237.21, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3435,0.2,0.45,0.03,G,4037.37,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3451.45,0.2,0.52,0.03,G,3451.44,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3477.6,0.3,0.18,0.017,G,4079.93,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3507.1,0.4,0.09,0.016,G,5310.42,1802.84, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3526.6,0.5,0.085,0.016,G,3526.5,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3544.8,0.4,0.09,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3565,0.25,0.153,0.017,G,5388.65,1823.80, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3601.8,0.9,0.28,0.03,G,3601.7,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3627.9,1,0.085,0.016,G,5765.3,2138.27, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3635.4,0.9,0.116,0.016,G,5588.37,1951.5, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3657.7,1,0.021,0.011,G,5651.11,1993.53, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3671.7,0.5,0.09,0.016,G,5183.8,1510.64, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3698.9,0.7,0.037,0.016,G,5651.11,1951.5, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3756.4,0.5,0.116,0.022,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3786.4,0.8,0.07,0.03,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3793.3,0.4,0.23,0.03,G,4395.4,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3825.4,1.5,0.021,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3829.5,1,0.026,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3845.2,0.6,0.053,0.016,G,3845.3,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3851.1,1,0.021,0.016,G,3851.00,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
3944.1,0.3,0.34,0.07,G,3944.06,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4053.2,1,0.026,0.016,G,5183.8,1130.54, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4075.7,0.6,0.048,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4108.1,0.8,0.053,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4210.1,0.8,0.053,0.021,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4237.6,0.8,0.037,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4381.4,0.8,0.032,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4416.5,0.6,0.063,0.016,G,4416.0,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4472.8,0.8,0.053,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4499.6,1,0.032,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4525.3,0.8,0.069,0.021,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4531.4,0.6,0.053,0.016,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4572.1,1,0.021,0.011,G,5173.69,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4786.3,1,0.021,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4786.3,1,0.021,0.011,G,5388.65,602.31, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4813.2,1,0.021,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4982.4,0.8,0.037,0.016,G,4981.9,0.0, , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
5228.2,1.5,0.011,0.011,G, , , , ,, , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
4.966, ,0.037, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
31.816, ,0.083, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
32.193, ,0.154, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
36.482, ,0.0452, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
36.827, ,0.057, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16
37.255, ,0.0114, ,X, , , , , , , ,55,85,Cs, ,0, ,1-,63.7, ,3,s,63.7,0.3,B-,100, ,6218,10,56,84,Ba,2022-01-16

