1	-136.608	0	0
2	-135.283	0	0
3	-133.959	0	0
4	-132.635	0	0
5	-131.31	0	0
6	-129.986	0	0
7	-128.662	0	0
8	-127.337	0	0
9	-126.013	0	0
10	-124.689	0	0
11	-123.364	0	0
12	-122.04	0	0
13	-120.715	0	0
14	-119.391	0	0
15	-118.067	0	0
16	-116.742	0	0
17	-115.418	0	0
18	-114.094	0	0
19	-112.769	0	0
20	-111.445	0	0
21	-110.12	0	0
22	-108.796	0	0
23	-107.472	0	0
24	-106.147	0	0
25	-104.823	0	0
26	-103.499	0	0
27	-102.174	0	0
28	-100.85	0	0
29	-99.5256	0	0
30	-98.2012	0	0
31	-96.8768	0	0
32	-95.5525	0	0
33	-94.2281	0	0
34	-92.9037	0	0
35	-91.5794	0	0
36	-90.255	0	0
37	-88.9306	0	0
38	-87.6063	0	0
39	-86.2819	0	0
40	-84.9575	0	0
41	-83.6332	0	0
42	-82.3088	0	0
43	-80.9844	0	0
44	-79.6601	0	0
45	-78.3357	0	0
46	-77.0113	0	0
47	-75.687	0	0
48	-74.3626	0	0
49	-73.0382	98.159	0
50	-71.7139	422.695	0
51	-70.3895	439.712	0
52	-69.0651	191.324	0
53	-67.7408	124.21	0
54	-66.4164	91.1453	0
55	-65.092	103.166	0
56	-63.7677	103.166	0
57	-62.4433	124.201	0
58	-61.1189	129.211	0
59	-59.7946	113.185	0
60	-58.4702	119.205	0
61	-57.1458	115.185	0
62	-55.8215	137.221	0
63	-54.4971	130.212	0
64	-53.1727	172.28	0
65	-51.8484	160.266	0
66	-50.524	219.35	0
67	-49.1996	233.38	0
68	-47.8753	272.443	0
69	-46.5509	332.532	0
70	-45.2265	356.574	0
71	-43.9022	444.709	0
72	-42.5778	481.763	0
73	-41.2534	569.915	0
74	-39.9291	592.945	0
75	-38.6047	607.957	0
76	-37.2803	667.054	0
77	-35.956	698.1	0
78	-34.6316	727.147	0
79	-33.3072	801.262	0
80	-31.9829	864.361	0
81	-30.6585	886.394	0
82	-29.3341	1003.58	0
83	-28.0098	1014.58	0
84	-26.6854	1142.78	0
85	-25.361	1173.82	0
86	-24.0367	1284.01	0
87	-22.7123	1458.28	0
88	-21.3879	1505.36	0
89	-20.0636	1645.56	0
90	-18.7392	1828.86	0
91	-17.4148	1947.02	0
92	-16.0905	2291.56	0
93	-14.7661	2480.86	0
94	-13.4417	2702.2	0
95	-12.1174	2773.31	0
96	-10.793	3173.92	0
97	-9.46863	3716.8	0
98	-8.14427	3851.99	0
99	-6.8199	4227.58	0
100	-5.49553	4620.25	0
101	-4.17117	4888.64	0
102	-2.8468	5186.06	0
103	-1.52243	5487.56	0
104	-0.198067	5659.83	0
105	1.1263	6025.41	0
106	2.45067	6045.43	0
107	3.77503	6450.05	0
108	5.0994	6502.12	0
109	6.42377	6524.17	0
110	7.74813	6710.46	0
111	9.0725	6852.68	0
112	10.3969	6920.79	0
113	11.7212	6972.84	0
114	13.0456	6783.58	0
115	14.37	6865.71	0
116	15.6943	6744.51	0
117	17.0187	6674.34	0
118	18.3431	6681.47	0
119	19.6674	6356.92	0
120	20.9918	6449.05	0
121	22.3162	6440.05	0
122	23.6405	6266.82	0
123	24.9649	6259.73	0
124	26.2893	6156.54	0
125	27.6136	5941.26	0
126	28.938	5826.05	0
127	30.2624	5761	0
128	31.5867	5873.19	0
129	32.9111	5693.87	0
130	34.2355	5545.63	0
131	35.5598	5529.67	0
132	36.8842	5482.54	0
133	38.2086	5429.46	0
134	39.5329	5102.95	0
135	40.8573	5217.11	0
136	42.1817	5260.18	0
137	43.506	5088.95	0
138	44.8304	5151.05	0
139	46.1548	5028.83	0
140	47.4791	4904.62	0
141	48.8035	4742.38	0
142	50.1279	4654.23	0
143	51.4522	4632.22	0
144	52.7766	4696.34	0
145	54.101	4515.04	0
146	55.4253	4462.94	0
147	56.7497	4498	0
148	58.0741	4436.9	0
149	59.3984	4242.65	0
150	60.7228	4349.73	0
151	62.0472	4355.75	0
152	63.3715	4133.43	0
153	64.6959	4374.84	0
154	66.0203	4500.03	0
155	67.3446	4205.54	0
156	68.669	4042.32	0
157	69.9934	3907.08	0
158	71.3177	3871.02	0
159	72.6421	3802.94	0
160	73.9665	3839.03	0
161	75.2908	3750.86	0
162	76.6152	3743.81	0
163	77.9396	3847.01	0
164	79.2639	3674.72	0
165	80.5883	3577.57	0
166	81.9127	3581.6	0
167	83.237	3527.47	0
168	84.5614	3458.38	0
169	85.8858	3534.51	0
170	87.2101	3418.33	0
171	88.5345	3475.43	0
172	89.8589	3367.26	0
173	91.1832	3294.1	0
174	92.5076	3229.03	0
175	93.832	3142.92	0
176	95.1563	3170.96	0
177	96.4807	3067.74	0
178	97.8051	3118.84	0
179	99.1294	3172.92	0
180	100.454	3109.87	0
181	101.778	3095.82	0
182	103.103	2997.68	0
183	104.427	2927.54	0
184	105.751	2972.63	0
185	107.076	2879.46	0
186	108.4	2788.35	0
187	109.724	2907.54	0
188	111.049	2657.15	0
189	112.373	2752.28	0
190	113.697	2684.17	0
191	115.022	2739.27	0
192	116.346	3196.99	0
193	117.671	4032.28	0
194	118.995	3689.75	0
195	120.319	3083.79	0
196	121.644	3028.74	0
197	122.968	2464.84	0
198	124.292	2387.73	0
199	125.617	2283.56	0
200	126.941	2281.54	0
201	128.265	2298.53	0
202	129.59	2277.56	0
203	130.914	2189.39	0
204	132.239	2182.41	0
205	133.563	2205.45	0
206	134.887	2110.3	0
207	136.212	2222.43	0
208	137.536	2129.3	0
209	138.86	1987.09	0
210	140.185	1985.11	0
211	141.509	2053.19	0
212	142.834	2066.22	0
213	144.158	1983.09	0
214	145.482	1902.94	0
215	146.807	2112.26	0
216	148.131	2114.28	0
217	149.455	2099.28	0
218	150.78	1970.05	0
219	152.104	1906.98	0
220	153.428	1880.94	0
221	154.753	1857.88	0
222	156.077	1907.96	0
223	157.402	1861.9	0
224	158.726	1801.79	0
225	160.05	1788.81	0
226	161.375	1847.9	0
227	162.699	1684.63	0
228	164.023	1712.66	0
229	165.348	1707.7	0
230	166.672	1624.54	0
231	167.996	1628.56	0
232	169.321	1749.72	0
233	170.645	1717.69	0
234	171.97	2178.39	0
235	173.294	2720.23	0
236	174.618	2156.36	0
237	175.943	1660.61	0
238	177.267	1637.54	0
239	178.591	1620.51	0
240	179.916	1526.39	0
241	181.24	1483.31	0
242	182.565	1555.4	0
243	183.889	1457.28	0
244	185.213	1446.24	0
245	186.538	1434.23	0
246	187.862	1357.12	0
247	189.186	1386.19	0
248	190.511	1362.09	0
249	191.835	1446.23	0
250	193.159	1351.09	0
251	194.484	1398.21	0
252	195.808	1442.26	0
253	197.133	1393.16	0
254	198.457	1311.04	0
255	199.781	1393.16	0
256	201.106	1356.12	0
257	202.43	1350.1	0
258	203.754	1361.11	0
259	205.079	1421.2	0
260	206.403	1385.19	0
261	207.727	1327.08	0
262	209.052	1238.97	0
263	210.376	1318.04	0
264	211.701	1344.07	0
265	213.025	1204.92	0
266	214.349	1428.23	0
267	215.674	1597.48	0
268	216.998	1370.11	0
269	218.322	1193.88	0
270	219.647	1194.84	0
271	220.971	1172.82	0
272	222.296	1146.8	0
273	223.62	1133.77	0
274	224.944	1238.93	0
275	226.269	1246.97	0
276	227.593	1949.04	0
277	228.917	3052.72	0
278	230.242	2440.77	0
279	231.566	1300.02	0
280	232.89	1037.62	0
281	234.215	1026.59	0
282	235.539	1001.57	0
283	236.864	1022.57	0
284	238.188	1042.61	0
285	239.512	999.554	0
286	240.837	1087.68	0
287	242.161	955.484	0
288	243.485	1009.56	0
289	244.81	983.54	0
290	246.134	958.494	0
291	247.458	955.474	0
292	248.783	960.514	0
293	250.107	944.463	0
294	251.432	940.501	0
295	252.756	928.458	0
296	254.08	922.448	0
297	255.405	996.571	0
298	256.729	937.482	0
299	258.053	918.424	0
300	259.378	891.391	0
301	260.702	964.518	0
302	262.026	943.472	0
303	263.351	986.552	0
304	264.675	930.448	0
305	266	1024.58	0
306	267.324	874.34	0
307	268.648	882.389	0
308	269.973	914.421	0
309	271.297	876.361	0
310	272.621	865.335	0
311	273.946	839.328	0
312	275.27	854.323	0
313	276.595	907.386	0
314	277.919	921.441	0
315	279.243	851.327	0
316	280.568	855.342	0
317	281.892	919.426	0
318	283.216	887.385	0
319	284.541	840.311	0
320	285.865	896.402	0
321	287.189	876.353	0
322	288.514	792.23	0
323	289.838	854.318	0
324	291.163	860.325	0
325	292.487	785.236	0
326	293.811	798.236	0
327	295.136	832.287	0
328	296.46	797.244	0
329	297.784	831.296	0
330	299.109	783.224	0
331	300.433	783.225	0
332	301.757	767.192	0
333	303.082	772.2	0
334	304.406	752.162	0
335	305.731	784.224	0
336	307.055	733.151	0
337	308.379	772.213	0
338	309.704	720.146	0
339	311.028	704.093	0
340	312.352	709.114	0
341	313.677	749.157	0
342	315.001	751.171	0
343	316.326	727.142	0
344	317.65	719.131	0
345	318.974	646	0
346	320.299	732.14	0
347	321.623	649.018	0
348	322.947	692.08	0
349	324.272	739.153	0
350	325.596	696.076	0
351	326.92	662.02	0
352	328.245	775.206	0
