0.18878 0
0.18888 0.0078
0.18897999999999998 0
0.19641 0
0.19651 0.0085
0.19660999999999998 0
0.23066 0
0.23076 0.031
0.23085999999999998 0
0.23335 0
0.23345 0.009000000000000001
0.23354999999999998 0
0.24978999999999998 0
0.24988999999999997 0.01
0.24998999999999996 0
0.2605 0
0.2606 0.006999999999999999
0.2607 0
0.2675 0
0.2676 0.009000000000000001
0.2677 0
0.31221 0
0.31231 0.0078
0.31240999999999997 0
0.3393 0
0.3394 0.0057
0.33949999999999997 0
0.35691 0
0.35701 0.013000000000000001
0.35711 0
0.37581000000000003 0
0.37591 0.038
0.37601 0
0.3968 0
0.3969 0.016
0.39699999999999996 0
0.40098 0
0.40108 0.01
0.40118 0
0.40451000000000004 0
0.40461 0.008
0.40471 0
0.41639000000000004 0
0.41649 0.012
0.41659 0
0.4192 0
0.4193 0.009000000000000001
0.4194 0
0.4301 0
0.43019999999999997 0.036000000000000004
0.43029999999999996 0
0.43413 0
0.43423 0.013000000000000001
0.43433 0
0.44866 0
0.44876 0.03
0.44886 0
0.45456 0
0.45466 0.13
0.45476 0
0.4666 0
0.4667 0.02
0.4668 0
0.5053 0
0.5054 0.009000000000000001
0.5055 0
0.51576 0
0.51586 0.051
0.51596 0
0.5281 0
0.5282 0.036000000000000004
0.5283 0
0.53188 0
0.53198 0.21
0.53208 0
0.53825 0
0.53835 0.013000000000000001
0.53845 0
0.54261 0
0.54271 0.023
0.54281 0
0.558 0
0.5581 0.009000000000000001
0.5582 0
