0 0
0.024495 0
0.024595 0.002862
0.024694999999999998 0
0.06403500000000001 0
0.06413500000000001 0.0143
0.06423500000000001 0
0.06881599999999999 0
0.06891599999999999 0.0754
0.069016 0
0.10932199999999999 0
0.10942199999999999 0.219
0.109522 0
0.131017 0
0.13111699999999998 0.467
0.13121699999999997 0
0.173443 0
0.173543 0.127
0.173643 0
0.241833 0
0.24193299999999998 0.414
0.24203299999999997 0
0.26644300000000004 0
0.26654300000000003 0.466
0.266643 0
0.30679999999999996 0
0.30689999999999995 0.025
0.30699999999999994 0
0.328662 0
0.328762 20.3
0.328862 0
0.39742 0
0.39752 0.073
0.39762 0
0.432393 0
0.432493 2.9
0.432593 0
0.4384 0
0.4385 0.039
0.4386 0
0.4454 0
0.4455 0.0029
0.4456 0
0.48692100000000005 0
0.48702100000000004 45.5
0.487121 0
0.61802 0
0.61812 0.037
0.61822 0
0.7515369999999999 0
0.7516369999999999 4.33
0.7517369999999999 0
0.8156720000000001 0
0.815772 23.28
0.815872 0
0.867746 0
0.867846 5.5
0.867946 0
0.91945 0
0.91955 2.66
0.91965 0
0.9250889999999999 0
0.9251889999999999 6.9
0.9252889999999999 0
0.9508869999999999 0
0.9509869999999999 0.519
0.9510869999999999 0
0.9928 0
0.9929 0.013
0.993 0
1.04495 0
1.04505 0.025
1.04515 0
1.0971 0
1.0972 0.023
1.0973 0
1.3034000000000001 0
1.3035 0.042
1.3036 0
1.4051 0
1.4052 0.059
1.4053 0
1.5961100000000001 0
1.5962100000000001 95.4
1.5963100000000001 0
1.87719 0
1.87729 0.041
1.87739 0
1.9034 0
1.9035  
1.9036 0
1.92452 0
1.92462 0.0134
1.92472 0
2.0830999999999995 0
2.0831999999999997 0.0115
2.0833 0
2.3477799999999998 0
2.34788 0.85
2.34798 0
2.4639999999999995 0
2.4640999999999997 0.0114
2.4642 0
2.5213 0
2.5214000000000003 3.46
2.5215000000000005 0
2.54724 0
2.54734 0.101
2.5474400000000004 0
2.89951 0
2.89961 0.0668
2.8997100000000002 0
3.11841 0
3.11851 0.0248
3.1186100000000003 0
3.3203 0
3.3204000000000002 0.0038
3.3205000000000005 0
0.00531 0
0.00541 0.38
0.00551 0
0.034179 0
0.034279000000000004 0.583
0.03437900000000001 0
0.03462 0
0.03472 1.068
0.034820000000000004 0
0.039265999999999995 0
0.039366 0.322
0.039466 0
0.039652999999999994 0
0.039753 0.404
0.039853 0
0.040129 0
0.040229 0.0817
0.040329000000000004 0
